"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",71.141,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",66.837,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",63.753,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",65.457,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",66.154,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",45.652,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",42.077,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",44.33,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",47.259,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",47.628,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",45.188,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",42.844,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",48.644,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",46.04,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",44.878,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",46.622,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",46.897,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",60.285,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",59.442,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",57.804,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",58.929,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",60.051,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",55.868,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",53.489,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",64.14,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",59.853,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",59.552,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",59.321,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",59.426,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",22.98,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",21.952,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",21.935,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",23.314,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",22.287,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",23.856,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",23.203,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",24.495,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",24.729,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",22.81,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",23.639,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",23.683,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",50.822,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",51.653,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",53.243,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",58.413,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",58.916,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",63.321,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",60.319,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",56.262,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",51.644,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",49.983,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",49.333,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",47.729,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",29.02,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",23.967,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",25.657,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",26.626,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",23.988,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",24.85,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",24.424,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",23.456,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",23.254,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",22.566,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",22.639,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",22.525,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",39.454,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",37.729,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",38.918,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",39.496,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",40.019,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",41.834,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",38.83,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",42.221,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",40.827,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",38.642,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",39.683,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",39.25,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",17.974,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",18.188,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",18.152,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",19.612,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",18.908,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",19.218,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",18.307,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",18.582,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",17.925,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",17.462,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",17.542,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",17.436,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",60.17,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",57.055,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",51.076,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",56.814,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",57.038,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",49.044,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",48.23,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",63.771,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",61.666,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",55.332,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",55.897,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",55.925,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",23.347,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",22.797,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",20.824,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",22.821,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",20.227,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",19.698,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",19.266,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",19.639,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",17.484,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",18.077,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",18.375,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",18.227,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",21.007,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",19.311,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",18.271,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",19.138,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",19.282,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",19.425,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",19.808,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",20.309,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",19.599,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",18.606,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",18.451,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",17.955,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",18.802,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",18.267,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",19.129,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",18.825,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",17.084,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",16.562,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",16.665,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",17.407,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",14.624,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",15.356,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",15.814,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",15.793,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",41.298,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",41.445,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",39.387,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",45.33,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",46.176,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",50.611,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",50.002,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",47.968,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",43.521,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",43.514,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",45.142,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",45.183,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",39.75,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",36.256,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",35.726,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",36.868,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",38.952,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",38.17,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",36.745,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",40.429,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",38.143,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",35.846,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",36.823,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",36.273,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",18.413,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",17.881,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",17.14,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",16.544,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",17.368,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",17.234,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",17.827,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",18.628,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",18.179,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",18.153,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",18.151,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",18.145,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",19.393,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",20.331,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",22.062,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",20.294,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",21.651,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",20.755,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",21.547,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",21.736,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",21.445,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",19.899,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",20.716,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",20.606,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",69.847,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",69.681,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",78.488,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",69.739,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",69.653,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",74.715,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",72.013,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",73.106,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",66.714,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",66.953,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",68.489,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",67.915,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",30.197,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",24.876,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",24.312,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",28.711,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",25.465,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",26.966,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",24.486,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",25.614,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",23.549,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",23.152,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",22.778,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",22.349,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",49.185,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",42.169,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",41.573,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",43.113,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",41.348,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",40.72,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",40.67,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",50.104,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",48.368,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",44.578,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",46.603,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",47.034,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",45.064,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",42.513,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",43.616,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",43.96,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",45.161,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",45.487,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",39.917,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",43.648,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",41.969,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",44.349,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",44.135,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",44.779,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",8.499,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",8.375,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",8.65,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",7.788,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",7.524,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",7.587,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",8.177,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",6.617,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",6.57,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",5.726,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",6.042,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",5.95,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",30.878,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",31.51,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",34.01,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",34.917,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",35.579,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",35.381,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",33.021,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",34.448,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",33.662,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",33.971,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",33.899,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",33.833,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",10.871,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",10.957,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",10.827,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",10.879,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",10.888,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",11.021,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",10.628,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",10.505,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",10.959,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",10.936,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",10.854,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",10.859,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",37.852,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",35.147,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",36.036,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",36.739,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",35.476,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",37.691,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",34.521,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",40.574,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",39.695,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",35.768,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",37.549,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",37.438,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",59.499,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",55.453,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",54.867,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",56.98,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",62.185,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",51.639,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",53.686,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",61.846,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",57.608,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",61.527,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",58.125,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",58.214,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",17.744,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",16.843,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",18.536,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",20.59,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",20.889,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",20.258,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",19.993,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",19.021,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",18.199,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",18.501,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",18.241,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",18.247,
"GHA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",60.907,
"GHA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",53.33,
"GHA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",50.698,
"GHA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",54.18,
"GHA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",55.116,
